entry,at,order
"""Ethan @ w1_Hje3yn2"" posts a small blind of 5",2020-10-01T05:25:52.063Z,160152995206409
"Your hand is Q♣, 9♦",2020-10-01T05:25:52.063Z,160152995206406
"Player stacks: #2 ""Ayush @ _e74w1sbtZ"" (4725) | #3 ""Jamz @ Xg6uSZZOvr"" (3523) | #6 ""Ethan @ w1_Hje3yn2"" (12374) | #7 ""Justin @ _g_OqsZX-M"" (3790) | #8 ""AAron @ SgIZePqJyI"" (1872) | #9 ""meesh @ He9325iWeJ"" (3687) | #10 ""Steven @ GWM99dqAoi"" (4502)",2020-10-01T05:25:52.063Z,160152995206401
"-- starting hand #140  (No Limit Texas Hold'em) (dealer: ""Jamz @ Xg6uSZZOvr"") --",2020-10-01T05:25:52.063Z,160152995206400
"-- ending hand #139 --",2020-10-01T05:25:45.045Z,160152994504703
"""Ayush @ _e74w1sbtZ"" shows a A♥, 7♥.",2020-10-01T05:25:45.045Z,160152994504702
"""Jamz @ Xg6uSZZOvr"" collected 1121 from pot with Pair, K's (combination: K♥, K♠, Q♥, 9♦, 8♦)",2020-10-01T05:25:45.045Z,160152994504701
"""Jamz @ Xg6uSZZOvr"" shows a 9♦, K♥.",2020-10-01T05:25:45.045Z,160152994504700
"""Jamz @ Xg6uSZZOvr"" calls 336",2020-10-01T05:25:44.238Z,160152994423900
"""Ayush @ _e74w1sbtZ"" bets 336",2020-10-01T05:25:12.018Z,160152991201900
"""Jamz @ Xg6uSZZOvr"" checks",2020-10-01T05:24:58.728Z,160152989873000
"river: K♠, 7♠, 8♦, Q♥ [6♦]",2020-10-01T05:24:56.427Z,160152989643200
"""Ethan @ w1_Hje3yn2"" folds",2020-10-01T05:24:55.621Z,160152989562200
"""Jamz @ Xg6uSZZOvr"" calls 157",2020-10-01T05:24:53.884Z,160152989388600
"""Ayush @ _e74w1sbtZ"" raises to 157",2020-10-01T05:24:51.437Z,160152989143800
"""Ethan @ w1_Hje3yn2"" calls 45",2020-10-01T05:24:41.921Z,160152988192200
"""Jamz @ Xg6uSZZOvr"" bets 45",2020-10-01T05:24:36.577Z,160152987657800
"turn: K♠, 7♠, 8♦ [Q♥]",2020-10-01T05:24:31.883Z,160152987188500
"""Ayush @ _e74w1sbtZ"" checks",2020-10-01T05:24:31.075Z,160152987107600
"""Ethan @ w1_Hje3yn2"" checks",2020-10-01T05:24:22.435Z,160152986243600
"""Jamz @ Xg6uSZZOvr"" checks",2020-10-01T05:24:20.313Z,160152986031400
"flop:  [K♠, 7♠, 8♦]",2020-10-01T05:24:17.725Z,160152985772600
"""Ethan @ w1_Hje3yn2"" calls 30",2020-10-01T05:24:16.918Z,160152985691900
"""Jamz @ Xg6uSZZOvr"" calls 30",2020-10-01T05:24:12.684Z,160152985268500
"""Ayush @ _e74w1sbtZ"" raises to 30",2020-10-01T05:24:00.827Z,160152984082800
"""Steven @ GWM99dqAoi"" folds",2020-10-01T05:23:52.477Z,160152983247800
"""meesh @ He9325iWeJ"" folds",2020-10-01T05:23:36.427Z,160152981642800
"""AAron @ SgIZePqJyI"" folds",2020-10-01T05:23:33.672Z,160152981367300
"""Justin @ _g_OqsZX-M"" folds",2020-10-01T05:23:31.104Z,160152981110700
"""Ethan @ w1_Hje3yn2"" posts a big blind of 10",2020-10-01T05:23:27.206Z,160152980720710
"""Jamz @ Xg6uSZZOvr"" posts a small blind of 5",2020-10-01T05:23:27.206Z,160152980720709
"Your hand is 8♣, 6♥",2020-10-01T05:23:27.206Z,160152980720706
"Player stacks: #2 ""Ayush @ _e74w1sbtZ"" (5248) | #3 ""Jamz @ Xg6uSZZOvr"" (2925) | #6 ""Ethan @ w1_Hje3yn2"" (12449) | #7 ""Justin @ _g_OqsZX-M"" (3790) | #8 ""AAron @ SgIZePqJyI"" (1872) | #9 ""meesh @ He9325iWeJ"" (3687) | #10 ""Steven @ GWM99dqAoi"" (4502)",2020-10-01T05:23:27.206Z,160152980720701
"-- starting hand #139  (No Limit Texas Hold'em) (dealer: ""Ayush @ _e74w1sbtZ"") --",2020-10-01T05:23:27.206Z,160152980720700
"""Steven @ GWM99dqAoi"" shows a 2♠, 5♥.",2020-10-01T05:23:22.683Z,160152980268400
"-- ending hand #138 --",2020-10-01T05:23:20.164Z,160152980016602
"""Ayush @ _e74w1sbtZ"" collected 2811 from pot with Two Pair, A's & 4's (combination: A♥, A♣, 4♣, 4♥, Q♦)",2020-10-01T05:23:20.164Z,160152980016601
"""Ayush @ _e74w1sbtZ"" shows a A♥, 4♣.",2020-10-01T05:23:20.164Z,160152980016600
"""AAron @ SgIZePqJyI"" calls 843",2020-10-01T05:23:19.356Z,160152979935700
"""Justin @ _g_OqsZX-M"" folds",2020-10-01T05:22:33.569Z,160152975357000
"""Jamz @ Xg6uSZZOvr"" folds",2020-10-01T05:22:30.379Z,160152975037900
"""Ayush @ _e74w1sbtZ"" bets 843",2020-10-01T05:22:12.710Z,160152973271100
"river: 4♥, 3♥, Q♦, A♣ [7♣]",2020-10-01T05:21:55.366Z,160152971537000
"""meesh @ He9325iWeJ"" folds",2020-10-01T05:21:54.561Z,160152971456200
"""AAron @ SgIZePqJyI"" calls 225",2020-10-01T05:21:53.659Z,160152971366000
"""Justin @ _g_OqsZX-M"" calls 225",2020-10-01T05:21:49.290Z,160152970929100
"""Jamz @ Xg6uSZZOvr"" calls 225",2020-10-01T05:21:43.795Z,160152970379600
"""Ayush @ _e74w1sbtZ"" bets 225",2020-10-01T05:21:31.515Z,160152969151600
"turn: 4♥, 3♥, Q♦ [A♣]",2020-10-01T05:21:25.256Z,160152968525800
"""meesh @ He9325iWeJ"" checks",2020-10-01T05:21:24.450Z,160152968445100
"""AAron @ SgIZePqJyI"" checks",2020-10-01T05:21:16.189Z,160152967619000
"""Justin @ _g_OqsZX-M"" checks",2020-10-01T05:21:14.793Z,160152967479400
"""Jamz @ Xg6uSZZOvr"" checks",2020-10-01T05:21:12.604Z,160152967260500
"""Ayush @ _e74w1sbtZ"" checks",2020-10-01T05:21:10.648Z,160152967064900
"flop:  [4♥, 3♥, Q♦]",2020-10-01T05:20:55.315Z,160152965531600
"""Justin @ _g_OqsZX-M"" calls 45",2020-10-01T05:20:54.507Z,160152965450800
"""Jamz @ Xg6uSZZOvr"" calls 45",2020-10-01T05:20:47.591Z,160152964759200
"""Ayush @ _e74w1sbtZ"" calls 45",2020-10-01T05:20:42.555Z,160152964255600
"""Steven @ GWM99dqAoi"" folds",2020-10-01T05:20:39.890Z,160152963989100
"""meesh @ He9325iWeJ"" calls 45",2020-10-01T05:20:38.989Z,160152963899000
"""AAron @ SgIZePqJyI"" raises to 45",2020-10-01T05:20:34.500Z,160152963450100
"""Justin @ _g_OqsZX-M"" calls 10",2020-10-01T05:20:29.050Z,160152962905100
"""Ethan @ w1_Hje3yn2"" folds",2020-10-01T05:20:24.996Z,160152962499700
"""Jamz @ Xg6uSZZOvr"" posts a big blind of 10",2020-10-01T05:20:23.706Z,160152962371111
"""Ayush @ _e74w1sbtZ"" posts a small blind of 5",2020-10-01T05:20:23.706Z,160152962371110
"Your hand is A♠, J♦",2020-10-01T05:20:23.706Z,160152962371107
"Player stacks: #2 ""Ayush @ _e74w1sbtZ"" (3550) | #3 ""Jamz @ Xg6uSZZOvr"" (3195) | #6 ""Ethan @ w1_Hje3yn2"" (12449) | #7 ""Justin @ _g_OqsZX-M"" (4060) | #8 ""AAron @ SgIZePqJyI"" (2985) | #9 ""meesh @ He9325iWeJ"" (3732) | #10 ""Steven @ GWM99dqAoi"" (4502)",2020-10-01T05:20:23.706Z,160152962371102
"-- starting hand #138  (No Limit Texas Hold'em) (dealer: ""Steven @ GWM99dqAoi"") --",2020-10-01T05:20:23.706Z,160152962371101
"The player ""andy @ x1ssluuc4S"" quits the game with a stack of 16652.",2020-10-01T05:20:23.706Z,160152962371100
"-- ending hand #137 --",2020-10-01T05:20:16.687Z,160152961668903
"""Ethan @ w1_Hje3yn2"" shows a K♦, J♦.",2020-10-01T05:20:16.687Z,160152961668902
"""meesh @ He9325iWeJ"" collected 487 from pot with Pair, A's (combination: A♣, A♦, 10♠, 8♥, 6♦)",2020-10-01T05:20:16.687Z,160152961668901
"""meesh @ He9325iWeJ"" shows a 3♥, A♣.",2020-10-01T05:20:16.687Z,160152961668900
"""meesh @ He9325iWeJ"" calls 146",2020-10-01T05:20:15.881Z,160152961588100
"""Ethan @ w1_Hje3yn2"" bets 146",2020-10-01T05:20:14.143Z,160152961414300
"river: A♦, 6♦, 8♥, 2♥ [10♠]",2020-10-01T05:20:09.710Z,160152960971500
"""meesh @ He9325iWeJ"" checks",2020-10-01T05:20:08.903Z,160152960890400
"""Ethan @ w1_Hje3yn2"" checks",2020-10-01T05:20:05.501Z,160152960550200
"turn: A♦, 6♦, 8♥ [2♥]",2020-10-01T05:20:04.264Z,160152960426600
"""Ethan @ w1_Hje3yn2"" calls 50",2020-10-01T05:20:03.458Z,160152960345900
"""Ayush @ _e74w1sbtZ"" folds",2020-10-01T05:20:00.695Z,160152960069600
"""meesh @ He9325iWeJ"" bets 50",2020-10-01T05:19:52.790Z,160152959279100
"""Ethan @ w1_Hje3yn2"" checks",2020-10-01T05:19:34.455Z,160152957445600
"""Ayush @ _e74w1sbtZ"" checks",2020-10-01T05:19:32.705Z,160152957270600
"flop:  [A♦, 6♦, 8♥]",2020-10-01T05:19:26.389Z,160152956639000
"""Ayush @ _e74w1sbtZ"" calls 30",2020-10-01T05:19:25.583Z,160152956558400
"""Steven @ GWM99dqAoi"" folds",2020-10-01T05:19:21.142Z,160152956114200
"""meesh @ He9325iWeJ"" calls 30",2020-10-01T05:19:20.240Z,160152956024100
"""AAron @ SgIZePqJyI"" folds",2020-10-01T05:19:19.338Z,160152955933900
"""Justin @ _g_OqsZX-M"" folds",2020-10-01T05:19:16.385Z,160152955638500
"""Ethan @ w1_Hje3yn2"" raises to 30",2020-10-01T05:19:15.497Z,160152955549800
"""Jamz @ Xg6uSZZOvr"" folds",2020-10-01T05:19:10.673Z,160152955067400
"""Ayush @ _e74w1sbtZ"" posts a big blind of 10",2020-10-01T05:19:09.124Z,160152954912611
"""Steven @ GWM99dqAoi"" posts a small blind of 5",2020-10-01T05:19:09.124Z,160152954912610
"Your hand is 6♥, 7♠",2020-10-01T05:19:09.124Z,160152954912607
"Player stacks: #2 ""Ayush @ _e74w1sbtZ"" (3580) | #3 ""Jamz @ Xg6uSZZOvr"" (3195) | #6 ""Ethan @ w1_Hje3yn2"" (12675) | #7 ""Justin @ _g_OqsZX-M"" (4060) | #8 ""AAron @ SgIZePqJyI"" (2985) | #9 ""meesh @ He9325iWeJ"" (3471) | #10 ""Steven @ GWM99dqAoi"" (4507)",2020-10-01T05:19:09.124Z,160152954912602
"-- starting hand #137  (No Limit Texas Hold'em) (dealer: ""meesh @ He9325iWeJ"") --",2020-10-01T05:19:09.124Z,160152954912601
"The player ""andy @ x1ssluuc4S"" stand up with the stack of 16652.",2020-10-01T05:19:09.124Z,160152954912600
"""Ethan @ w1_Hje3yn2"" shows a 4♣, K♦.",2020-10-01T05:19:06.361Z,160152954636100
"-- ending hand #136 --",2020-10-01T05:19:05.514Z,160152954551502
"""meesh @ He9325iWeJ"" collected 160 from pot",2020-10-01T05:19:05.514Z,160152954551501
"Uncalled bet of 3311 returned to ""meesh @ He9325iWeJ""",2020-10-01T05:19:05.514Z,160152954551500
"""AAron @ SgIZePqJyI"" folds",2020-10-01T05:19:04.708Z,160152954470900
"""Jamz @ Xg6uSZZOvr"" folds",2020-10-01T05:19:03.799Z,160152954380000
"""Ayush @ _e74w1sbtZ"" folds",2020-10-01T05:18:53.693Z,160152953369400
"""andy @ x1ssluuc4S"" folds",2020-10-01T05:18:52.700Z,160152953270100
"""meesh @ He9325iWeJ"" bets 3311 and go all in",2020-10-01T05:18:45.488Z,160152952548900
"flop:  [7♠, 4♥, 4♠]",2020-10-01T05:18:40.150Z,160152952015300
"""Steven @ GWM99dqAoi"" folds",2020-10-01T05:18:39.342Z,160152951934300
"""meesh @ He9325iWeJ"" calls 30",2020-10-01T05:18:38.445Z,160152951844600
"""AAron @ SgIZePqJyI"" calls 30",2020-10-01T05:18:37.541Z,160152951754200
"""Justin @ _g_OqsZX-M"" folds",2020-10-01T05:18:34.744Z,160152951474500
"""Ethan @ w1_Hje3yn2"" folds",2020-10-01T05:18:33.844Z,160152951384600
"""Jamz @ Xg6uSZZOvr"" calls 30",2020-10-01T05:18:31.883Z,160152951188400
"""Ayush @ _e74w1sbtZ"" calls 30",2020-10-01T05:18:30.443Z,160152951044400
"""andy @ x1ssluuc4S"" raises to 30",2020-10-01T05:18:25.351Z,160152950535200
"""Steven @ GWM99dqAoi"" posts a big blind of 10",2020-10-01T05:18:09.114Z,160152948911511
"""meesh @ He9325iWeJ"" posts a small blind of 5",2020-10-01T05:18:09.114Z,160152948911510
"Your hand is 6♦, 9♥",2020-10-01T05:18:09.114Z,160152948911507
"Player stacks: #1 ""andy @ x1ssluuc4S"" (16682) | #2 ""Ayush @ _e74w1sbtZ"" (3610) | #3 ""Jamz @ Xg6uSZZOvr"" (3225) | #6 ""Ethan @ w1_Hje3yn2"" (12675) | #7 ""Justin @ _g_OqsZX-M"" (4060) | #8 ""AAron @ SgIZePqJyI"" (3015) | #9 ""meesh @ He9325iWeJ"" (3341) | #10 ""Steven @ GWM99dqAoi"" (4517)",2020-10-01T05:18:09.114Z,160152948911501
"-- starting hand #136  (No Limit Texas Hold'em) (dealer: ""AAron @ SgIZePqJyI"") --",2020-10-01T05:18:09.114Z,160152948911500
"-- ending hand #135 --",2020-10-01T05:18:06.202Z,160152948620302
"""meesh @ He9325iWeJ"" collected 180 from pot",2020-10-01T05:18:06.202Z,160152948620301
"Uncalled bet of 100 returned to ""meesh @ He9325iWeJ""",2020-10-01T05:18:06.202Z,160152948620300
"""Justin @ _g_OqsZX-M"" folds",2020-10-01T05:18:05.398Z,160152948539900
"""Jamz @ Xg6uSZZOvr"" folds",2020-10-01T05:17:58.189Z,160152947819000
"""Ayush @ _e74w1sbtZ"" folds",2020-10-01T05:17:56.645Z,160152947664600
"""andy @ x1ssluuc4S"" folds",2020-10-01T05:17:55.605Z,160152947560500
"""meesh @ He9325iWeJ"" bets 100",2020-10-01T05:17:49.747Z,160152946974800
"flop:  [4♠, 8♠, 8♥]",2020-10-01T05:17:42.600Z,160152946260100
"""meesh @ He9325iWeJ"" calls 35",2020-10-01T05:17:41.795Z,160152946179600
"""AAron @ SgIZePqJyI"" folds",2020-10-01T05:17:40.884Z,160152946088400
"""Justin @ _g_OqsZX-M"" calls 35",2020-10-01T05:17:39.093Z,160152945909400
"""Ethan @ w1_Hje3yn2"" folds",2020-10-01T05:17:38.204Z,160152945820500
"""Jamz @ Xg6uSZZOvr"" calls 35",2020-10-01T05:17:32.230Z,160152945223100
"""Ayush @ _e74w1sbtZ"" calls 35",2020-10-01T05:17:31.159Z,160152945116000
"""andy @ x1ssluuc4S"" raises to 35",2020-10-01T05:17:27.891Z,160152944789200
"""Steven @ GWM99dqAoi"" folds",2020-10-01T05:17:25.110Z,160152944511000
"""meesh @ He9325iWeJ"" posts a big blind of 10",2020-10-01T05:17:07.978Z,160152942798312
"""AAron @ SgIZePqJyI"" posts a small blind of 5",2020-10-01T05:17:07.978Z,160152942798311
"Your hand is 2♠, J♥",2020-10-01T05:17:07.978Z,160152942798308
"Player stacks: #1 ""andy @ x1ssluuc4S"" (16717) | #2 ""Ayush @ _e74w1sbtZ"" (3645) | #3 ""Jamz @ Xg6uSZZOvr"" (3260) | #6 ""Ethan @ w1_Hje3yn2"" (12675) | #7 ""Justin @ _g_OqsZX-M"" (4095) | #8 ""AAron @ SgIZePqJyI"" (3020) | #9 ""meesh @ He9325iWeJ"" (3196) | #10 ""Steven @ GWM99dqAoi"" (4517)",2020-10-01T05:17:07.978Z,160152942798302
"-- starting hand #135  (No Limit Texas Hold'em) (dealer: ""Justin @ _g_OqsZX-M"") --",2020-10-01T05:17:07.978Z,160152942798301
"The player ""Cal @ C1JUuMhLYL"" quits the game with a stack of 0.",2020-10-01T05:17:07.978Z,160152942798300
"-- ending hand #134 --",2020-10-01T05:17:01.454Z,160152942145603
"""Cal @ C1JUuMhLYL"" shows a K♣, J♦.",2020-10-01T05:17:01.454Z,160152942145602
"""Ethan @ w1_Hje3yn2"" collected 10131 from pot with Pair, Q's (combination: Q♣, Q♠, J♠, 9♥, 7♣)",2020-10-01T05:17:01.454Z,160152942145601
"""Ethan @ w1_Hje3yn2"" shows a Q♣, Q♠.",2020-10-01T05:17:01.454Z,160152942145600
"""Ethan @ w1_Hje3yn2"" calls 2163",2020-10-01T05:17:00.644Z,160152942064500
"""Cal @ C1JUuMhLYL"" bets 2163 and go all in",2020-10-01T05:16:52.638Z,160152941263800
"river: J♠, 3♣, 2♣, 7♣ [9♥]",2020-10-01T05:16:48.279Z,160152940828700
"""Ethan @ w1_Hje3yn2"" calls 1935",2020-10-01T05:16:47.472Z,160152940747300
"""Cal @ C1JUuMhLYL"" bets 1935",2020-10-01T05:16:39.600Z,160152939960100
"turn: J♠, 3♣, 2♣ [7♣]",2020-10-01T05:16:35.263Z,160152939526500
"""Jamz @ Xg6uSZZOvr"" folds",2020-10-01T05:16:34.458Z,160152939445900
"""andy @ x1ssluuc4S"" folds",2020-10-01T05:16:33.078Z,160152939307900
"""Ethan @ w1_Hje3yn2"" calls 645",2020-10-01T05:16:31.892Z,160152939189200
"""Cal @ C1JUuMhLYL"" bets 645",2020-10-01T05:16:29.998Z,160152938999900
"""Jamz @ Xg6uSZZOvr"" checks",2020-10-01T05:16:26.951Z,160152938695100
"""andy @ x1ssluuc4S"" checks",2020-10-01T05:16:24.687Z,160152938468800
"flop:  [J♠, 3♣, 2♣]",2020-10-01T05:16:24.042Z,160152938404300
"""Cal @ C1JUuMhLYL"" calls 150",2020-10-01T05:16:23.233Z,160152938323400
"""Jamz @ Xg6uSZZOvr"" calls 150",2020-10-01T05:16:22.338Z,160152938233900
"""Ayush @ _e74w1sbtZ"" folds",2020-10-01T05:16:20.799Z,160152938080000
"""andy @ x1ssluuc4S"" calls 150",2020-10-01T05:16:19.784Z,160152937978500
"""AAron @ SgIZePqJyI"" folds",2020-10-01T05:16:18.295Z,160152937829600
"""Justin @ _g_OqsZX-M"" folds",2020-10-01T05:16:05.507Z,160152936550700
"""Ethan @ w1_Hje3yn2"" raises to 150",2020-10-01T05:16:04.617Z,160152936461800
"""Cal @ C1JUuMhLYL"" calls 60",2020-10-01T05:15:59.905Z,160152935990600
"""Jamz @ Xg6uSZZOvr"" raises to 60",2020-10-01T05:15:57.485Z,160152935748600
"""Ayush @ _e74w1sbtZ"" calls 30",2020-10-01T05:15:50.243Z,160152935024400
"""andy @ x1ssluuc4S"" raises to 30",2020-10-01T05:15:48.257Z,160152934825700
"""Steven @ GWM99dqAoi"" folds",2020-10-01T05:15:45.318Z,160152934531900
"""meesh @ He9325iWeJ"" folds",2020-10-01T05:15:37.982Z,160152933798300
"""AAron @ SgIZePqJyI"" posts a big blind of 10",2020-10-01T05:15:32.645Z,160152933264612
"""Justin @ _g_OqsZX-M"" posts a small blind of 5",2020-10-01T05:15:32.645Z,160152933264611
"Your hand is K♠, 10♠",2020-10-01T05:15:32.645Z,160152933264608
"Player stacks: #1 ""andy @ x1ssluuc4S"" (16867) | #2 ""Ayush @ _e74w1sbtZ"" (3675) | #3 ""Jamz @ Xg6uSZZOvr"" (3410) | #4 ""Cal @ C1JUuMhLYL"" (4893) | #6 ""Ethan @ w1_Hje3yn2"" (7437) | #7 ""Justin @ _g_OqsZX-M"" (4100) | #8 ""AAron @ SgIZePqJyI"" (3030) | #9 ""meesh @ He9325iWeJ"" (3196) | #10 ""Steven @ GWM99dqAoi"" (4517)",2020-10-01T05:15:32.645Z,160152933264601
"-- starting hand #134  (No Limit Texas Hold'em) (dealer: ""Ethan @ w1_Hje3yn2"") --",2020-10-01T05:15:32.645Z,160152933264600
"-- ending hand #133 --",2020-10-01T05:15:29.732Z,160152932973302
"""Jamz @ Xg6uSZZOvr"" collected 395 from pot",2020-10-01T05:15:29.732Z,160152932973301
"Uncalled bet of 200 returned to ""Jamz @ Xg6uSZZOvr""",2020-10-01T05:15:29.732Z,160152932973300
"""Cal @ C1JUuMhLYL"" folds",2020-10-01T05:15:28.926Z,160152932892600
"""Jamz @ Xg6uSZZOvr"" bets 200",2020-10-01T05:15:18.952Z,160152931895300
"river: 9♣, 7♠, A♥, 3♣ [Q♥]",2020-10-01T05:15:15.777Z,160152931578300
"""Cal @ C1JUuMhLYL"" calls 100",2020-10-01T05:15:14.967Z,160152931496800
"""Jamz @ Xg6uSZZOvr"" bets 100",2020-10-01T05:15:13.794Z,160152931379500
"turn: 9♣, 7♠, A♥ [3♣]",2020-10-01T05:15:09.942Z,160152930994600
"""Cal @ C1JUuMhLYL"" checks",2020-10-01T05:15:09.137Z,160152930913800
"""Jamz @ Xg6uSZZOvr"" checks",2020-10-01T05:15:07.611Z,160152930761200
"flop:  [9♣, 7♠, A♥]",2020-10-01T05:15:04.412Z,160152930441300
"""Jamz @ Xg6uSZZOvr"" calls 90",2020-10-01T05:15:03.606Z,160152930360700
"""Justin @ _g_OqsZX-M"" folds",2020-10-01T05:15:01.494Z,160152930149500
"""Ethan @ w1_Hje3yn2"" folds",2020-10-01T05:15:00.598Z,160152930059900
"""Cal @ C1JUuMhLYL"" raises to 90",2020-10-01T05:14:57.502Z,160152929750300
"""Jamz @ Xg6uSZZOvr"" raises to 30",2020-10-01T05:14:52.814Z,160152929281500
"""Ayush @ _e74w1sbtZ"" folds",2020-10-01T05:14:48.433Z,160152928843400
"""andy @ x1ssluuc4S"" folds",2020-10-01T05:14:47.450Z,160152928745100
"""Steven @ GWM99dqAoi"" folds",2020-10-01T05:14:46.539Z,160152928654000
"""meesh @ He9325iWeJ"" folds",2020-10-01T05:14:44.135Z,160152928413500
"""AAron @ SgIZePqJyI"" folds",2020-10-01T05:14:41.913Z,160152928191400
"""Justin @ _g_OqsZX-M"" posts a big blind of 10",2020-10-01T05:14:39.949Z,160152927995012
"""Ethan @ w1_Hje3yn2"" posts a small blind of 5",2020-10-01T05:14:39.949Z,160152927995011
"Your hand is 8♦, 9♠",2020-10-01T05:14:39.949Z,160152927995008
"Player stacks: #1 ""andy @ x1ssluuc4S"" (16867) | #2 ""Ayush @ _e74w1sbtZ"" (3675) | #3 ""Jamz @ Xg6uSZZOvr"" (3205) | #4 ""Cal @ C1JUuMhLYL"" (5083) | #6 ""Ethan @ w1_Hje3yn2"" (7442) | #7 ""Justin @ _g_OqsZX-M"" (4110) | #8 ""AAron @ SgIZePqJyI"" (3030) | #9 ""meesh @ He9325iWeJ"" (3196) | #10 ""Steven @ GWM99dqAoi"" (4517)",2020-10-01T05:14:39.949Z,160152927995001
"-- starting hand #133  (No Limit Texas Hold'em) (dealer: ""Cal @ C1JUuMhLYL"") --",2020-10-01T05:14:39.949Z,160152927995000
"""Cal @ C1JUuMhLYL"" shows a 5♠, 4♠.",2020-10-01T05:14:33.976Z,160152927397700
"""Ayush @ _e74w1sbtZ"" shows a 2♠, 3♦.",2020-10-01T05:14:32.820Z,160152927282100
"-- ending hand #132 --",2020-10-01T05:14:31.945Z,160152927194703
"""Justin @ _g_OqsZX-M"" shows a 8♠, 8♦.",2020-10-01T05:14:31.945Z,160152927194702
"""Steven @ GWM99dqAoi"" collected 1920 from pot with Pair, A's (combination: A♥, A♦, Q♣, 9♠, 5♣)",2020-10-01T05:14:31.945Z,160152927194701
"""Steven @ GWM99dqAoi"" shows a A♥, 3♣.",2020-10-01T05:14:31.945Z,160152927194700
"""Steven @ GWM99dqAoi"" checks",2020-10-01T05:14:31.139Z,160152927114000
"""Justin @ _g_OqsZX-M"" checks",2020-10-01T05:14:23.985Z,160152926398600
"river: 4♦, A♦, 9♠, 5♣ [Q♣]",2020-10-01T05:14:14.637Z,160152925464900
"""Justin @ _g_OqsZX-M"" calls 600",2020-10-01T05:14:13.831Z,160152925383200
"""Steven @ GWM99dqAoi"" bets 600",2020-10-01T05:13:56.137Z,160152923613700
"""Justin @ _g_OqsZX-M"" checks",2020-10-01T05:13:53.623Z,160152923362400
"turn: 4♦, A♦, 9♠ [5♣]",2020-10-01T05:13:51.401Z,160152923140400
"""Justin @ _g_OqsZX-M"" calls 225",2020-10-01T05:13:50.596Z,160152923059700
"""Cal @ C1JUuMhLYL"" folds",2020-10-01T05:13:42.767Z,160152922276800
"""Jamz @ Xg6uSZZOvr"" folds",2020-10-01T05:13:38.127Z,160152921812800
"""andy @ x1ssluuc4S"" folds",2020-10-01T05:13:21.090Z,160152920109100
"""Steven @ GWM99dqAoi"" bets 225",2020-10-01T05:13:16.581Z,160152919658200
"""Justin @ _g_OqsZX-M"" checks",2020-10-01T05:13:13.653Z,160152919365400
"""Cal @ C1JUuMhLYL"" checks",2020-10-01T05:13:06.089Z,160152918609000
"flop:  [4♦, A♦, 9♠]",2020-10-01T05:12:49.290Z,160152916929200
"""Steven @ GWM99dqAoi"" calls 50",2020-10-01T05:12:48.485Z,160152916848600
"""AAron @ SgIZePqJyI"" folds",2020-10-01T05:12:45.382Z,160152916538200
"""Justin @ _g_OqsZX-M"" calls 50",2020-10-01T05:12:40.692Z,160152916069300
"""Ethan @ w1_Hje3yn2"" folds",2020-10-01T05:12:39.803Z,160152915980400
"""Cal @ C1JUuMhLYL"" calls 50",2020-10-01T05:12:38.923Z,160152915892400
"""Jamz @ Xg6uSZZOvr"" calls 50",2020-10-01T05:12:30.483Z,160152915048400
"""Ayush @ _e74w1sbtZ"" folds",2020-10-01T05:12:19.645Z,160152913964600
"""andy @ x1ssluuc4S"" raises to 50",2020-10-01T05:12:18.606Z,160152913860700
"""Steven @ GWM99dqAoi"" calls 10",2020-10-01T05:12:13.031Z,160152913303200
"""meesh @ He9325iWeJ"" folds",2020-10-01T05:12:04.693Z,160152912469400
"""AAron @ SgIZePqJyI"" calls 10",2020-10-01T05:11:57.698Z,160152911769900
"""Justin @ _g_OqsZX-M"" calls 10",2020-10-01T05:11:53.058Z,160152911305900
"""Ethan @ w1_Hje3yn2"" posts a big blind of 10",2020-10-01T05:11:49.516Z,160152910951712
"""Cal @ C1JUuMhLYL"" posts a small blind of 5",2020-10-01T05:11:49.516Z,160152910951711
"Your hand is K♦, 4♥",2020-10-01T05:11:49.516Z,160152910951708
"Player stacks: #1 ""andy @ x1ssluuc4S"" (16917) | #2 ""Ayush @ _e74w1sbtZ"" (3675) | #3 ""Jamz @ Xg6uSZZOvr"" (3255) | #4 ""Cal @ C1JUuMhLYL"" (5133) | #6 ""Ethan @ w1_Hje3yn2"" (7452) | #7 ""Justin @ _g_OqsZX-M"" (4985) | #8 ""AAron @ SgIZePqJyI"" (3040) | #9 ""meesh @ He9325iWeJ"" (3196) | #10 ""Steven @ GWM99dqAoi"" (3472)",2020-10-01T05:11:49.516Z,160152910951701
"-- starting hand #132  (No Limit Texas Hold'em) (dealer: ""Jamz @ Xg6uSZZOvr"") --",2020-10-01T05:11:49.516Z,160152910951700
"""Ethan @ w1_Hje3yn2"" shows a K♣, J♦.",2020-10-01T05:11:47.400Z,160152910740100
"-- ending hand #131 --",2020-10-01T05:11:45.892Z,160152910589302
"""Ethan @ w1_Hje3yn2"" collected 1485 from pot",2020-10-01T05:11:45.892Z,160152910589301
"Uncalled bet of 742 returned to ""Ethan @ w1_Hje3yn2""",2020-10-01T05:11:45.892Z,160152910589300
"""Steven @ GWM99dqAoi"" folds",2020-10-01T05:11:45.083Z,160152910508400
"""Ethan @ w1_Hje3yn2"" bets 742",2020-10-01T05:11:24.820Z,160152908482000
